epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,0.7176665448104155,0.3745024584406462,0.6507386303743745,0.4613233804702759,0.6708258014295401
2,0.6076465710156753,0.4398852727698431,0.6225503101278329,0.35601118206977844,0.647526514584107
3,0.5672892170679762,0.468157340201358,0.5631160399731585,0.4916123151779175,0.7081449392250826
4,0.5235399832577037,0.5023999063451182,0.5671363993021005,0.5288909673690796,0.7189894158063564
5,0.49205318417769073,0.5210723483961601,0.5476645982450175,0.5270270109176636,0.7242313231506194
